hist_merovingian_desc;The Merovingian Kings of Francia trace their descent from Merovech and Clovis I, the first great Christian King of the Franks. Their Holy Sang Real has ruled over the Franks for hundreds of years, although many of those years were spent as figure-heads, with overpowerful Mayors of the Palace being the actual power of the realm. The Karlings kept the Sang Real on a tight leash, the Merovingian Kings being in truth less than minor aristocrats in their new capital of Paris. Providing little besides overglorified marriage partners for the Karlings and other more powerful dynasties, the Merovingians could have dissapeared into complete irrelevance. Yet this was not to be. Following the great fragmentation of the Karling Empire and The Third Great War of the Princes, an able scion of the Sang Real rose to great power among the feudal nobles of the Holy Roman Empire. His name was Clovis VI and through his marriage to the Karling princess Adelheid, a well-engineered network of alliances, and undisputed martial genious, this later-day Clovis rebuilt a kingdom for his sacred bloodline. Under his descendants, this Sacral Frankish Kingdom became ever more of a theocracy than a feudal state. The Kings of the Sang Real are considered Holy by their subjects and are said to be able to ritually cure sickness by laying on hands. Ever greater belief in their Sacred Mission meant the Merovingians split with Rome establishing their own Gallic Church, based upon the Mystery of the Sang Real and the divine destiny of its heirs. ;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_capet;Blood of Hugh Capet;;;;;;;;;;;;;x
hist_capet_desc;The Capetians trace their descent from Robert the Strong, the first of their line to ascend the throne of Neustria. As Sovereign-Margrave of Neustria, Robert was one of the great feudal lords of the Empire, and following the collapse of Karling power during The First Great War of the Princes, he had himself crowned King. Following his successes in battle against the Vikings, Robert became known as the Strong and he would come to sire a long line of Kings. In spite of his greatness, the dynasty of Neustria now takes its name after Hugh Capet, one of his descendants. This is a result of Hugh's ephemereal elevation as High King of the Franks during his victorious war against the Karling kingdoms. Wielding the Sacred Oriflamme banner of Saint Denis, after having been gifted the banner by his ally, the Merovingian Charibert VIII, the very image of a Warrior King, Hugh led the armies of Neustria to countless victories. Fittingly in 996, Hugh died in battle, surrounded, yet never surrendering, cut down by his own treacherous nobles, even in death still holding on to the sacred Oriflamme banner, and thus ascending into legend. The Kings of Neustria honor his legacy as they go into battle shouting: 'Montjoie! Saint Denis!' their Host following the Sacred Oriflamme to glory!;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_barcelona;Blood of Bello;;;;;;;;;;;;;x
hist_barcelona_desc;The bloodline of Bello, Lord of Carcassonne since 790 until his death in 810, his descendants, the Bellonids ruled over vast lands in Septimania and Catalonia. The Bellonids became hereditary rulers of the short-lived Spanish March, and under Wilfred the Hairy, Lord of Barcelona, the former territories of the March were reorganized into a powerful Principality. The proud symbol of the Bellonids, the Senyera, the golden flag with four red stripes of the House of Barcelona dates back to Wilfred's participation in the failed Spanish Crusade of Karolus the Bold. Following a great victory against the infidels, the wounded Frankish King smeared four bloodied fingers over Wilfred's golden shield thus giving birth to the eternal symbol of the Catalans. The proud Lords of Barcelona carry the Seyera into battle to this day, ready to add their blood to the golden shield of Wilfred!;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_kingjimeno;Blood of Jimeno;;;;;;;;;;;;;x
hist_kingjimeno_desc;Jimeno was the 9th century ruler and the founder of Jimena dynasty - an Iberian ruling family. Members of the family hold such titles as King of Leon, Castilla, Aragon, Navarra, Galicia and Pamplona. ;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_vimaraperes;Blood of Vimara Peres;;;;;;;;;;;;;x
hist_vimaraperes_desc;Vimara Peres, Count of Portugal (820 – 873) was a Galician Christian duke of the 9th century in west Iberia. In 868 Count Vimara Peres was named Count of Portugal, after the reconquest of the region north of the Douro river. Later Portuguese historians viewed this event as the earliest milestone in the history of the state of Portugal. He was able to expel the Moors and founded a fortified town under his own name Vimaranis, present day Guimaraes.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_anscar;Blood of Anscar;;;;;;;;;;;;;x
hist_anscar_desc;The Anscarids or Anscarii or the House of Ivrea were a medieval Frankish dynasty of Burgundian origin which rose to prominence in Italy in the tenth century, even briefly holding the Italian throne. They also ruled the County of Burgundy in the eleventh and twelfth centuries and it was one of their members who first declared himself a franc-compte or free count. By a cadet branch of the counts of Burgundy came the House of Burgundy-Spain which ruled the kingdom of Galicia from 1111 and the Kingdoms of Castile and Leòn from 1126 until 1369.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_kingrurik;Blood of Rurik;;;;;;;;;;;;;x
hist_kingrurik_desc;Rurik, the Varangian Prince of Holmgardr, established a strong Norse state centered around his newly founded capital. One of many Varangian warlords to try their hand at conquest in the East, Rurik's legacy proved to be the most lasting. His heir Ingvar of Holmgardr was acknowledged by the other Varangian Princes as King of Gardariki. His great Varangian host besieged Miklagard on two ocassions in 941 and 944. Not content with his exploits on the Black Sea, Ingvar terrorized the Caspian as well, his Varangians launching a major expedition into Persia and sacking the great city of Arsakia Rhagae. Inspite of his glorious exploits, Ingvar met with an undignified end, as the Drevlyans captured him while attempting to collect tribute. The Drevlyans bent down two birch trees to the ground and tied them to Ingvar's legs, and then they let the trees straighten, thus tearing him apart. His wife Olga extracted merciless revenge, burning their capital of Iskorosten and then salting its very ground, then leveling their other towns so that nothing remained of them, while all Drevlyan men were put to the sword. Rurik's blood lost the High Kingship, but his descendants continued to reign in Holmgardr and elsewhere.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_tusculum;Blood of Theophylact;;;;;;;;;;;;;x
hist_tusculum_desc;Theophylact (before 864 – 924/925) was a medieval Count of Tusculum who was the effective ruler of Rome from around 905 through to his death in 924. His descendants would control the Papacy for the next 100 years. Several popes and an antipope during the 11th century came from their ranks. They created and perfected the political formula of noble-papacy, wherein the Pope was arranged to be elected only from the ranks of the Roman nobles. Pornocracy, the period of influence by powerful female members of the family also influenced papal history. The counts of Tusculum remained arbiters of Roman politics and religion for more than a century. In addition to the papal influence, they held lay power through consulships and senatorial membership. Traditionally they were pro-Byzantine and anti-German in their political affiliation.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_etichon;Blood of Etichons;;;;;;;;;;;;;x
hist_etichon_desc;The Etichonids were an important noble family, probably of Frankish, Burgundian or Visigothic origin, who rose to dominate the region of Alsace in the Early Middle Ages from the seventh to the tenth centuries. Among the descendants of the Etichonids, in the female line were Hugh of Tours and his family, including his daughter Ermengard, who was wife to Lothair I and thus mother to three Carolingian kings. In the tenth century the Etichonids remained powerful in Alsace as counts, but their power was circumscribed significantly by the Ottonians and by the eleventh century, Pope Leo IX seems unaware that his ancestors, the lords (or counts) of Dabo and Eguisheim for the previous half century were in fact the direct descendants of the last Etichonids. Many notable European families trace their lineage to the Etichonids, including the Habsburgs.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_welf;Blood of Welf;;;;;;;;;;;;;x
hist_welf_desc;The Elder House of Welf was a dynasty of European rulers in the 9th through 11th centuries to 1055. Its oldest known member was Welf, the first Count of Altdorf. He was mentioned in 819 as father of Empress Judith. The dynasty hold the crown of Burgundy from 888 till 1032. The Elder House of Welf became extinct when Welf, Duke of Carinthia, died childless in 1055. The property of the House of Welf was inherited by the elder branch of the House of Este that came to be known as the younger House of Welf, or House of Welf-Este.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_dulo;Blood of Dulo;;;;;;;;;;;;;x
hist_dulo_desc;The House of Dulo was the name of the ruling dynasty of the early Maeotian Alans and subsequently the Hunno-Bulgars. This was the clan of Kubrat who founded Old Great Bulgaria, and his sons Batbayan, Kotrag and Asparuh, the latter of which founded Danube Bulgaria. Hunno-Bulgar legend traces the Dulo clan back to the tribe of a mighty Alan king from which Attila the Hun descended. The Nominalia of the Bulgarian Khans also confirms Attila's descent from the Dulo clan. The Dulo clan name descends from the Tiele tribe group which brought the Onoq out of the Turkic Kaganate. It was ethnic conflict between the Dulo and their Ashina cousins that appears as the main cause that tore apart the Western Turkic Kaganate, bringing about Khazaria, Maeotian Bulgaria, Danube Bulgaria, and Volga Bulgaria. ;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_bagrationi;Blood of Bagrat;;;;;;;;;;;;;x
hist_bagrationi_desc;The Bagrationi dynasty counts among the longest-reigning royal families in the Caucasus (and in Europe). Starting as a princely house and attaining the royal status in both countries in the 9th century. The history of the dynasty is inextricably bound with that of Georgia. They began their rule, in the early 9th century, as presiding princes in historic southwestern Georgia and the adjacent Georgian marchlands reconquered from Arabs. Subsequently they restored, in 888, the Georgian kingdom, which prospered from the 11th to the 13th century, bringing several regional polities under its control. This period of time, particularly the reigns of David IV (1089–1125) and his great granddaughter Tamar (1184–1213), is celebrated as a golden age in the history of Georgia, the era of empire, military exploits, and remarkable achievements in culture. The ancestors of the dynasty traced their descent to the biblical King David, and came from Palestine around 530 AD. Tradition has it that of seven refugee brothers of the Davidic line, three of them settled in Armenia and the other four in Kartli (also known as Iberia by Classical authors), where they intermarried with the local ruling houses and acquired some lands in hereditary possession. One of the four brothers, Guaram (died in 532), allegedly gave an origin to a line subsequently called Bagrationi after his son Bagrat. A successor, Guaram, was installed as a presiding prince of Kartli under the Byzantine protectorate and bestowed, on this occasion, with the Byzantine court title of Kouropalates in 575.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_doukas;Blood of Romans;;;;;;;;;;;;;x
hist_doukas_desc;This character is a descendant of the Cives Romani and related to the Doukas family. Doukas is the name of a Byzantine Greek noble family, whose branches provided several notable generals and rulers to the Byzantine Empire. They ruled Byzantium from 1059 to 1081. Later tradition held that they descended from a cousin of the Roman emperor Constantine the Great who had migrated to Constantinople in the 4th century and allegedly became the city's governor with the title of doux. The Komnenoi were related to the Doukas family, whereby the clan often was referred as Komnenodoukai (or Comnenoducae) and both surnames were used together by several individuals. Alexios I married Irene Doukaina, the grandniece of Constantine X Doukas, a general who had succeeded Isaac I in 1059. Several families descended from the Komnenodoukai, such as Palaiologos, Angelos, Vatatzes and Laskaris.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_phokas;Blood of the gens Fabia;;;;;;;;;;;;;x
hist_phokas_desc;Phokas was the name of a Byzantine aristocratic clan from Cappadocia, which in the 9th and 10th centuries provided a series of high-ranking generals and an emperor, Nikephoros II Phokas (r. 963–969). Its members and their clients monopolized the high command positions of the Byzantine army for much of the 10th century and led the successful Byzantine offensive against the Arabs in the East. According to Michael Attaleiates, the family descended from the ancient Roman gens Fabia.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_conradin;Blood of Conradines;;;;;;;;;;;;;x
hist_conradin_desc;The Conradines or Conradiner were a dynasty of Franconian counts and dukes in the 8th to 11th Century, named after Duke Conrad the Elder and his son King Conrad I of Germany. They are related to Geroldonen, their ancestral house, Salian and Udalrichinger dynasties. The family is first mentioned in 832, with Count Gebhard in the lower Lahn region. His sons are mentioned in 861 as propinqui (close relatives) of Adalard the Seneschal, who had served Louis the Pious. But the clan's rise to prominence began with Oda, wife of Emperor Arnulf of Carinthia, who was a member of the family. In view of his family relationship with Oda, Conrad the Elder was frequently referred to as nepos (nephew, grandson, descendant) of the Emperor. He and his brothers apparently were in fact Arnulf's closest relatives, and he relied heavily on their support in his feud with the counts of Babenberg. After Arnulf's death, the Conradines were the only blood relatives of the new king, Louis the Child, and thus the dominant family in the kingdom. Konrad's brother Gebhard became duke of Lorraine in 903. In 906, Conrad the Elder and his son Conrad the Younger decisively defeated the rival counts of Babenberg in the battle of Fritzlar, thereby attaining supremacy in Franconia. Conrad the Elder died in the battle, but his son became duke of Franconia. Five years later, after the death of the last Carolingian wearing the crown of East Francia in 911, Conrad was elected king as Conrad I - instead of the West Francian (and Carolingian) king Charles the Simple, thus ending Carolingian rule in East Francia.;;;;;;;;;;;;;
;;;;;;;;;;;;;x;
hist_elcid;Blood of El Cid Campeador;;;;;;;;;;;;;x
hist_elcid_desc;This character is a descendant of Rodrigo Diaz de Vivar (1043 – July 10, 1099), known as El Cid Campeador. Exiled from the court of the Spanish Emperor Alfonso VI of Leon and Castile, El Cid went on to command a Moorish force consisting of Muladis, Berbers, Arabs and Malians, under Yusuf al-Mutaman ibn Hud, Moorish king of the northeast Al-Andalus city of Zaragoza, and his successor, Al-Mustein II. After the Christian defeat at the Battle of Sagrajas in 1086, El Cid was recalled to service by Alfonso VI, and commanded a combined Christian and Moorish army, which he used to create his own fiefdom in the Moorish Mediterranean coastal city of Valencia. Rodrigo Diaz was educated in the royal court of Castile and became the alferez, the chief general, of Alfonso VI, and his most valuable asset in the fight against the Moors. He was the subject of the oldest extant Spanish epic poem Cantar de Mio Cid.;;;;;;;;;;;;;
;;;;;;;;;;;;;;x
hist_dracula;Blood of Draculesti ;;;;;;;;;;;;;x
hist_dracula_desc;The Basarabs were a family which had an important role in the establishing of the Principality of Wallachia, giving the country its first line of Princes. The dynasty was named after Basarab I, who gained the independence of Wallachia from the Kingdom of Hungary. The Draculesti were one of two major rival lines of Wallachian voivodes of the House of Basarab, the other being the Danesti. These lines were in constant contest for the throne from the late fourteenth to the early sixteenth centuries. Descendents of the line of Draculesti would eventually come to dominate the rule of this principality until its unification with Transylvania and Moldavia in 1600. The line of the Draculesti began with Vlad II Dracul, one of the sons of one of the most important rulers of the Basarab dynasty, Mircea cel Batran. The name Draculesti is derived from the membership of Vlad II Dracul, the Dragon, in the Order of the Dragon (founded 1408). One of the sons of Vlad II was Vlad III Draculea, known also simply as Dracula, i.e. son of Dracul.;;;;;;;;;;;;;
;;;;;;;;;;;;;;x
hist_bathory;Blood of Gut and Kelad;;;;;;;;;;;;;x
hist_bathory_desc;This character is a descendant of Gut and Kelad. The Bathory family belonged to the Gutkeled clan of Hungarian nobles, which traced its descent to the Swabian brothers Gut and Kelad, who immigrated into Hungary from the castle Stof during the reign of King Peter (reigned 1038–1046), who himself was partly of Venetian descent. The actual Bathory family began in the 13th century with Andrew of Rakomaz, surnamed the Bald, son of Nikolaus. Andrew is mentioned in 1250 as a patron of the monastery of Sarvar in the county of Szatmar. The most infamous member of the family, Elizabeth, who as a widow was imprisoned for allegedly murdering large numbers of young girls. However given political and judicial processes of the times the facts will never be determined. Some scholars have suggested that she served as one of Bram Stoker's influences for writing the novel Dracula but the evidence to support this is slim.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_stewart;Blood of Flaad;;;;;;;;;;;;;x
hist_stewart_desc;"This character is a descendant of the Clan Stewart. The Stewart family records its traditional descent from Banquo, Thane of Lochaber, who makes an appearance as a character in William Shakespeare's Macbeth. Historically, however, the family appears to be descended from a mediaeval family who were seneschals of Dol in Brittany, the earliest recorded being Flaad. They acquired lands in England after the Norman conquest, and moved to Scotland with many other Anglo-Norman families when David I ascended to the throne of Scotland. The family was granted extensive estates in Renfrewshire and in East Lothian and the office of High Steward of Scotland was made hereditary in the family. Walter, the son of Alan or Fitz-alan was the founder of the royal family of Stewarts. He was the first of the family to establish himself in Scotland. the Stewarts first became monarchs of the Kingdom of Scotland during the late 14th century, and subsequently held the position of the Kings of England, Ireland, and Great Britain. The dynasty inherited further territory by the 17th century which covered the entire British Isles, including the Kingdom of England and Kingdom of Ireland, also maintaining a claim to the Kingdom of France. In total, nine Stewart monarchs ruled just Scotland from 1371 until 1603. After this there was a Union of the Crowns under James VI & I who had become the senior genealogical claimant to The Crown holdings of the extinct House of Tudor. Thus there were six Stewart monarchs who ruled both England and Scotland as well as Ireland. Additionally, at the foundation of the Kingdom of Great Britain after the Acts of Union, which politically united England and Scotland, the first monarch was Anne of Great Britain. During the reign of the Stewarts, Scotland developed from a relatively poor and feudal country into a prosperous, fairly modern and centralised state. They ruled during a time in European history of transition from the Middle Ages to the Renaissance. Monarchs such as James IV were known for sponsoring exponents of the Northern Renaissance such as the poet Robert Henryson, and others. After the Stewarts gained control of all of Great Britain, the arts and sciences continued to develop; many of William Shakespeare's best known plays were authored during the Jacobean era, while institutions such as the Royal Society and Royal Mail were established during the reign of Charles II.";;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_brus;Blood of Bruce;;;;;;;;;;;;;x
hist_brus_desc;This character is a descendant of the Clan Bruce. The surname Bruce comes from the French de Brus or de Bruis, derived from the lands now called Brix, situated between Cherbourg and Valognes in Normandy, France. The first of this family on record, in Great Britain, was Robert de Brus, 1st Lord of Annandale who came to England with King Henry I after his victory at Tinchebray in 1106.Robert I (11 July 1274 – 7 June 1329), popularly known as Robert the Bruce became one of Scotland's greatest kings, as well as one of the most famous warriors of his generation, eventually leading Scotland during the Wars of Scottish Independence against the Kingdom of England. He claimed the Scottish throne as a fourth great-grandson of David I, and fought successfully during his reign to regain Scotland's place as an independent nation. Today in Scotland, Bruce is remembered as a national hero.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_deleon;Blood of Vela;;;;;;;;;;;;;x
hist_deleon_desc;The surname Ponce de Leon dates from the XI century. They were descended from Ponce Velaz, a nobleman from Leon, who was the son of Vela Gutierrez and Sancha de Cabrera. Vela Gutierrez was the great-grandson of Vermudo Nunez, fifth child of Nuno Vela, count of Alava, who was descended from the kings of Vasconia. The Senorial of Arcos belongs to the Ponce de Leon whose lineage has its origin in the branches of the Cabrera, one of its primo genitives, Pedro Ponce de Cabrera married, Aldonza Alfonso de Leon, the illegitimate daughter of King Alfonso IX and Aldonza Martinez de Silva lady of honor of Mansilla. Fernan Ponce de Leon founded one of the most ancient Andalusian mayorazgos in the city of Marchena. King Fernando granted the senorio by way of donation in 1309. Later in 1340 the mayorazgo of Mairena is conjoined by the mercy of King Alfonso IX. The title of Bailen was added in 1349 by purchase from the crown. The title of Count Arcos was conceded by King Juan II during the year of 1440 in exchange for the title Count of Medelin. They later became as famous conquistadors and associated with the legend of the Fountain of Youth.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_dellascala;Blood of Scaligers;;;;;;;;;;;;;x
hist_dellascala_desc;The noble family of the Scaliger (also Scaligeri, from de Scalis or della Scala) were heriditary Lords of Verona. Great Council elected as podesta Mastino I Scaliger, who succeeded in converting the signoria (seigniory) into a family inheritance, governing at first with the acquiescence of the commune, then, when they failed to re-elect him in 1262, he effected a coup and was acclaimed capitano del popolo (people's captain), at the head of the commune's troops. The reign of his son Alberto as capitano (1277-1302) was one incessant war against the counts of San Bonifacio, who were aided by the House of Este. Of his three sons, Cangrande I inherited the podesto position in 1308, only the last shared the government (1308) and made a name as warrior, prince and patron of Dante, Petrarch and Giotto. ;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_osman;Blood of Kayitag;;;;;;;;;;;;;x
hist_osman_desc;This character is a descendant of Ertugrul, who was the father of Osman I, the founder of the Ottoman Empire. He was the leader of the Kayi clan of the Oghuz Turks. The Ottoman Dynasty ruled the Ottoman Empire from 1299 to 1922, beginning with Osman I (not counting his father, Ertugrul), though the dynasty was not proclaimed until Orhan Bey declared himself sultan. Before that the tribe might have been known as Sogut but was renamed Osmanli (Ottoman in English) in honour of Osman. The sultan was the sole and absolute regent, head of state and head of government of the empire, at least officially, though often much power shifted de facto to other officials, especially the Grand Vizier. Mehmed II or Sultan Mehmed the Conqueror (March 30, 1432 – May 3, 1481) was the most famous Sultan of the Ottoman Empire for a short time from 1444 to September 1446, and later from February 1451 to 1481. At the age of 21, he conquered Constantinople and brought an end to the Byzantine Empire, absorbing its administrative apparatus into the Ottoman state. Mehmed continued his conquests in Asia, with the Anatolian reunification, and in Europe, as far as Bosnia and Croatia. Mehmed II is regarded as a national hero in Turkey.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_amali;Blood of Amalings;;;;;;;;;;;;;x
hist_amali_desc;This character is a descendant of Amali. Amals or Amalings, were the leading dynasty of the Goths, a Germanic people who confronted the Roman Empire in its declining years in the west. According to Gothic legend, the Amali were descended from an ancient hero whose deeds earned him the epithet of Amala or mighty. In the Nibelungenlied and some other medieval German epic poems, the followers of Dietrich von Bern (The Gothic King Theodoric the Great) are referred to as Amelungen. In other cases, Amelung is reinterpreted as the name of one of Dietrich's ancestors. The Kaiserchronik also refers to Dietrich's family as the Amelungen, and in a letter of bishop Meinhard von Bamberg, as well as the Annals of Quedlinburg, Amulungum (the Amelung) is used to refer to Dietrich himself. This shows that the family's legacy was remembered in oral tradition far into the Middle Ages, long after any stories about Amal himself had ceased to circulate. Billungs, Dukes of Saxony, claimed they had descended from Amali. They were also known as Amelungs or von Amlingen.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
hist_balti;Blood of Alaric;;;;;;;;;;;;;x
hist_balti_desc;This character is a descendant of Baltungs. The Balti dynasty, Balthings, or Balths, existed among the Visigoths, a Germanic tribe who confronted the Western Roman Empire in its declining years. The Balti took their name from the Gothic word balta (bald or bold). It thus meant the Bold ones or Bold men. The Balti were considered next in worth among Gothic fighters, and next in royal dignity, to the Amali. But it was Alaric the Visigoth, a Balth, who led his people to the sacking of Rome in 410 CE and founded a dynasty that would come to rule much of Roman Gaul for a century and all of Roman Hispania for longer, establishing a kingdom in the latter that would last until early in the eighth century. The Balti dynasty of Visigothic kings reigned from 395 to 531. The lords of Baux, near Arles, and of seventy-nine subordinate places, were independent of the counts of Provence, might be a branch of that family, according to Edward Gibbon in his History of the Decline and Fall of the Roman Empire.;;;;;;;;;;;;;x
;;;;;;;;;;;;;x;
hist_solomon;Blood of Solomon;;;;;;;;;;;;;x
hist_solomon_desc;"This character is a descendant of Solomon, according to the Book of Kings and the Book of Chronicles, a King of Israel and according to the Talmud one of the 48 prophets, is identified as the son of David, also called Jedidiah, and is described as the third king of the United Monarchy, and the final king before the northern Kingdom of Israel and the southern Kingdom of Judah split; following the split his patrilineal descendants ruled over Judah alone. In the Quran, he is considered as a major Prophet, known as Sulaiman, son of David. The conventional dates of Solomon's reign are circa 970 to 931 BC. The Solomonic dynasty is the Imperial House of Abyssinia. Its members claim lineal descent from King Solomon and the Queen of Sheba, the latter of whom tradition asserts gave birth to the first King Menelik I after her Biblically described visit to Solomon in Jerusalem. The dynasty, a bastion of Judaic and later of Ethiopian Orthodox Christianity, came to rule Ethiopia in the 10th Century A.D. Precise records of the dynasty's history had been maintained by the Ethiopian Orthodox monasteries to near antiquity.";;;;;;;;;;;;;x
hist_vergy;Blood of Erchinoald;;;;;;;;;;;;;x
